index,dataset_name,ball_flying_issue,player_number_issue,success_label_issue,comments,manual_check_passed
130,men_imbalanced,,,X,,Red
131,men_imbalanced,,,,,Green
132,men_imbalanced,,,,,Green
133,men_imbalanced,,,X,,Red
134,men_imbalanced,X,,,,Red
135,men_imbalanced,,,X,,Red
136,men_imbalanced,,,,,Green
137,men_imbalanced,,,X,,Red
138,men_imbalanced,,,X,,Red
139,men_imbalanced,,,,,Green
140,men_imbalanced,,,,,Green
141,men_imbalanced,,,,,Green
142,men_imbalanced,,,X,,Red
143,men_imbalanced,,,,,Green
144,men_imbalanced,,,X,,Red
145,men_imbalanced,,,X,,Red
146,men_imbalanced,X,,,,Red
147,men_imbalanced,,,,,Green
148,men_imbalanced,,,,,Green
149,men_imbalanced,,,,,Green
150,men_imbalanced,X,,,,Red
151,men_imbalanced,X,,,,Red
152,men_imbalanced,X,,,,Red
153,men_imbalanced,,,,,Green
154,men_imbalanced,X,,,,Red
155,men_imbalanced,,,X,,Red
156,men_imbalanced,,,,,Green
157,men_imbalanced,X,,,,Red
158,men_imbalanced,,,X,,Red
159,men_imbalanced,,,,,Green
160,men_imbalanced,,,,,Green
161,men_imbalanced,,,,,Green
162,men_imbalanced,,,X,,Red
163,men_imbalanced,,,,,Green
164,men_imbalanced,,,,,Green
165,men_imbalanced,,,,,Green
166,men_imbalanced,,,X,,Red
167,men_imbalanced,,,,,Green
168,men_imbalanced,X,,,,Red
169,men_imbalanced,,,X,,Red
170,men_imbalanced,,,,,Green
171,men_imbalanced,,,,,Green
172,men_imbalanced,X,,,,Red
173,men_imbalanced,,,X,,Red
174,men_imbalanced,,,X,,Red
175,men_imbalanced,X,,,,Red
176,men_imbalanced,,,,,Green
177,men_imbalanced,,,,,Green
178,men_imbalanced,X,,,,Red
179,men_imbalanced,,,X,,Red
180,men_imbalanced,X,,,,Red
181,men_imbalanced,X,,,,Red
182,men_imbalanced,,,,,Green
183,men_imbalanced,X,,,,Red
184,men_imbalanced,,,,,Green
185,men_imbalanced,X,,,,Red
186,men_imbalanced,,,,,Green
187,men_imbalanced,,,X,,Red
188,men_imbalanced,,,,,Green
189,men_imbalanced,X,,,,Red
190,men_imbalanced,,,,,Green
191,men_imbalanced,,,,,Green
192,men_imbalanced,,,,,Green
193,men_imbalanced,,,,,Green
194,men_imbalanced,,,,,Green
195,men_imbalanced,,,,,Green
196,men_imbalanced,X,,,,Red
197,men_imbalanced,,,X,,Red
198,men_imbalanced,,,,,Green
199,men_imbalanced,,,X,,Red
200,men_imbalanced,X,,,,Red
201,men_imbalanced,X,,,,Red
202,men_imbalanced,,,,,Green
203,men_imbalanced,X,,,,Red
204,men_imbalanced,X,,,,Red
205,men_imbalanced,,,,,Green
206,men_imbalanced,,,X,,Red
207,men_imbalanced,X,,,,Red
208,men_imbalanced,,,,,Green
209,men_imbalanced,,,,,Green
210,men_imbalanced,,,X,,Red
211,men_imbalanced,X,,,,Red
212,men_imbalanced,,,,,Green
213,men_imbalanced,,,,,Green
214,men_imbalanced,,,X,,Red
215,men_imbalanced,,,X,,Red
216,men_imbalanced,X,,,it record some moment after defense team get the ball,Red
217,men_imbalanced,X,,,,Red
218,men_imbalanced,X,,,,Red
219,men_imbalanced,,,,,Green
220,men_imbalanced,,,,,Green
221,men_imbalanced,,,,,Green
222,men_imbalanced,,,X,,Red
223,men_imbalanced,,,,,Green
224,men_imbalanced,,,X,,Red
225,men_imbalanced,,,X,,Red
226,men_imbalanced,,,,,Green
227,men_imbalanced,,,X,,Red
228,men_imbalanced,X,,,,Red
229,men_imbalanced,,,,,Green
230,men_imbalanced,X,,,,Red
231,men_imbalanced,X,,,,Red
232,men_imbalanced,X,,,,Red
233,men_imbalanced,X,,,,Red
234,men_imbalanced,,,X,,Red
235,men_imbalanced,,,,,Green
236,men_imbalanced,,,,,Green
237,men_imbalanced,,,,,Green
238,men_imbalanced,,,,,Green
239,men_imbalanced,X,,,,Red
240,men_imbalanced,,,,,Green
241,men_imbalanced,,,X,,Red
242,men_imbalanced,X,,,,Red
243,men_imbalanced,,,,,Green
244,men_imbalanced,,,,,Green
245,men_imbalanced,,,X,,Red
246,men_imbalanced,,,,,Green
247,men_imbalanced,X,,,,Red
248,men_imbalanced,,,,,Green
249,men_imbalanced,,,,,Green
250,men_imbalanced,,,,,Green
251,men_imbalanced,X,,,,Red
252,men_imbalanced,,,X,,Red
253,men_imbalanced,,,,,Green
254,men_imbalanced,,,,,Green
255,men_imbalanced,,,X,,Red
256,men_imbalanced,X,,,,Red
257,men_imbalanced,,,,,Green
258,men_imbalanced,X,,,,Red
259,men_imbalanced,,,X,,Red
260,men_imbalanced,X,,,,Red
261,men_imbalanced,,,,,Green
262,men_imbalanced,,,X,,Red
263,men_imbalanced,,,,,Green
264,men_imbalanced,X,,,,Red
265,men_imbalanced,,,X,,Red
266,men_imbalanced,,,,,Green
267,men_imbalanced,X,,,,Red
268,men_imbalanced,X,,,,Red
269,men_imbalanced,,,,,Green
270,men_imbalanced,X,,,,Red
271,men_imbalanced,X,,,,Red
272,men_imbalanced,,,X,,Red
273,men_imbalanced,,,,,Green
274,men_imbalanced,,,,,Green
275,men_imbalanced,X,,,,Red
276,men_imbalanced,,,,,Green
277,men_imbalanced,X,,,,Red
278,men_imbalanced,X,,,,Red
279,men_imbalanced,,,X,,Red
280,men_imbalanced,,,,,Green
281,men_imbalanced,,,,,Green
282,men_imbalanced,X,,,,Red
283,men_imbalanced,X,,,,Red
284,men_imbalanced,X,,,,Red
285,men_imbalanced,,,X,,Red
286,men_imbalanced,,,,,Green
287,men_imbalanced,,,,,Green
288,men_imbalanced,,,,,Green
289,men_imbalanced,,,,,Green
290,men_imbalanced,X,,,,Red
291,men_imbalanced,,,,,Green
292,men_imbalanced,,,,,Green
293,men_imbalanced,,,,,Green
294,men_imbalanced,X,,,,Red
295,men_imbalanced,,,,,Green
296,men_imbalanced,,,X,,Red
297,men_imbalanced,X,,,,Red
298,men_imbalanced,X,,,,Red
299,men_imbalanced,X,,,,Red
300,men_imbalanced,X,,,,Red
301,men_imbalanced,,,X,,Red
302,men_imbalanced,,,,,Green
303,men_imbalanced,,,,,Green
304,men_imbalanced,,,X,,Red
305,men_imbalanced,,,,,Green
306,men_imbalanced,,,,,Green
307,men_imbalanced,,,X,,Red
308,men_imbalanced,,,,,Green
309,men_imbalanced,,,X,defensive team pass ball to offensive team,Red
310,men_imbalanced,,,X,,Red
311,men_imbalanced,,,X,,Red
312,men_imbalanced,,,,,Green
313,men_imbalanced,,,,,Green
314,men_imbalanced,,,,,Green
315,men_imbalanced,,,,,Green
316,men_imbalanced,,,,,Green
317,men_imbalanced,,,,,Green
318,men_imbalanced,,,,,Green
319,men_imbalanced,,,X,,Red
320,men_imbalanced,X,,,,Red
321,men_imbalanced,X,,,,Red
322,men_imbalanced,,,X,,Red
323,men_imbalanced,X,,,,Red
324,men_imbalanced,,,,,Green
325,men_imbalanced,,,,,Green
326,men_imbalanced,,,,,Green
327,men_imbalanced,,,,,Green
328,men_imbalanced,,,X,,Red
329,men_imbalanced,X,,,,Red
330,men_imbalanced,X,,,,Red
331,men_imbalanced,X,,,,Red
332,men_imbalanced,X,,,,Red
333,men_imbalanced,,,,,Green
334,men_imbalanced,X,,,,Red
335,men_imbalanced,,,,,Green
336,men_imbalanced,,,X,,Red
337,men_imbalanced,,,X,,Red
338,men_imbalanced,,,X,,Red
339,men_imbalanced,,,,,Green
340,men_imbalanced,,,,,Green
341,men_imbalanced,,,X,,Red
342,men_imbalanced,,,X,,Red
343,men_imbalanced,,,X,,Red
344,men_imbalanced,X,,,,Red
345,men_imbalanced,,,,,Green
346,men_imbalanced,,,,,Green
347,men_imbalanced,,,X,,Red
348,men_imbalanced,,,X,,Red
349,men_imbalanced,,,X,,Red
350,men_imbalanced,,,,,Green
351,men_imbalanced,,,,,Green
352,men_imbalanced,,,,,Green
353,men_imbalanced,,,X,,Red
354,men_imbalanced,,,X,,Red
355,men_imbalanced,X,,,,Red
356,men_imbalanced,,,,,Green
357,men_imbalanced,,,,,Green
358,men_imbalanced,,,,,Green
359,men_imbalanced,,,,,Green
360,men_imbalanced,,,,,Green
361,men_imbalanced,X,,,,Red
362,men_imbalanced,,,X,,Red
363,men_imbalanced,,,,,Green
364,men_imbalanced,,,X,,Red
365,men_imbalanced,,,,,Green
366,men_imbalanced,,,,,Green
367,men_imbalanced,,,,,Green
368,men_imbalanced,X,,,,Red
369,men_imbalanced,,,,,Green
370,men_imbalanced,,,X,,Red
371,men_imbalanced,,,,,Green
372,men_imbalanced,,,,,Green
373,men_imbalanced,,,X,,Red
374,men_imbalanced,,,X,,Red
375,men_imbalanced,,,X,,Red
376,men_imbalanced,,,X,,Red
377,men_imbalanced,,,,,Green
378,men_imbalanced,,,,,Green
379,men_imbalanced,,,X,,Red
380,men_imbalanced,,,,,Green
381,men_imbalanced,,,,,Green
382,men_imbalanced,,,,,Green
383,men_imbalanced,,,,,Green
384,men_imbalanced,,,,,Green
385,men_imbalanced,,,,,Green
386,men_imbalanced,X,,,,Red
387,men_imbalanced,,,X,,Red
388,men_imbalanced,,,X,,Red
389,men_imbalanced,,,X,,Red
390,men_imbalanced,,,,,Green
391,men_imbalanced,,,,,Green
392,men_imbalanced,,,,,Green
393,men_imbalanced,,,,,Green
394,men_imbalanced,,,X,,Red
395,men_imbalanced,,,X,,Red
396,men_imbalanced,X,,,,Red
397,men_imbalanced,,,X,,Red
398,men_imbalanced,,,,,Green
399,men_imbalanced,,,X,,Red
400,men_imbalanced,X,,,,Red
401,men_imbalanced,,X,X,,Red
402,men_imbalanced,,,,,Green
403,men_imbalanced,X,,,,Red
404,men_imbalanced,,,,,Green
405,men_imbalanced,,,,,Green
406,men_imbalanced,,,X,,Red
407,men_imbalanced,,,,,Green
408,men_imbalanced,,,,,Green
409,men_imbalanced,,,,,Green
410,men_imbalanced,,,X,,Red
411,men_imbalanced,X,,,,Red
412,men_imbalanced,,,,,Green
413,men_imbalanced,,,,,Green
414,men_imbalanced,X,,,,Red
415,men_imbalanced,,,X,,Red
416,men_imbalanced,,,,,Green
417,men_imbalanced,,,,,Green
418,men_imbalanced,,,X,,Red
419,men_imbalanced,,,X,,Red
420,men_imbalanced,X,,,,Red
421,men_imbalanced,,,,,Green
422,men_imbalanced,,,X,,Red
423,men_imbalanced,,,,,Green
424,men_imbalanced,,,,,Green
425,men_imbalanced,,,,Missing game_id,Green
426,men_imbalanced,X,,,Missing game_id,Red
427,men_imbalanced,X,,,,Red
428,men_imbalanced,,,X,,Red
429,men_imbalanced,,,,,Green
430,men_imbalanced,,,,,Green
431,men_imbalanced,,,,,Green
432,men_imbalanced,X,,,,Red
433,men_imbalanced,X,,,,Red
434,men_imbalanced,X,,,,Red
435,men_imbalanced,,,X,,Red
436,men_imbalanced,,,X,,Red
437,men_imbalanced,,,,,Green
438,men_imbalanced,X,,,,Red
439,men_imbalanced,,,X,,Red
440,men_imbalanced,,,,,Green
441,men_imbalanced,,,X,,Red
442,men_imbalanced,,,X,,Red
443,men_imbalanced,X,,,,Red
444,men_imbalanced,,,X,,Red
445,men_imbalanced,,,,,Green
446,men_imbalanced,X,,,,Red
447,men_imbalanced,X,,,,Red
448,men_imbalanced,,,,,Green
449,men_imbalanced,,,,,Green
450,men_imbalanced,,,X,,Red
451,men_imbalanced,X,,,,Red
452,men_imbalanced,,X,,,Red
453,men_imbalanced,,,X,,Red
454,men_imbalanced,,,,,Green
455,men_imbalanced,,,,,Green
456,men_imbalanced,,,X,,Red
457,men_imbalanced,,,X,,Red
458,men_imbalanced,,,,,Green
459,men_imbalanced,,,,,Green
460,men_imbalanced,,,,,Green
461,men_imbalanced,,,,,Green
462,men_imbalanced,,,,,Green
463,men_imbalanced,,,,Missing game_id,Green
464,men_imbalanced,,,,,Green
465,men_imbalanced,,,,,Green
466,men_imbalanced,X,,,,Red
467,men_imbalanced,,,,,Green
468,men_imbalanced,,,X,,Red
469,men_imbalanced,,,,,Green
470,men_imbalanced,,,X,,Red
471,men_imbalanced,,,X,,Red
472,men_imbalanced,,,,,Green
473,men_imbalanced,,,,,Green
474,men_imbalanced,,,X,,Red
475,men_imbalanced,,,X,,Red
476,men_imbalanced,,,,,Green
477,men_imbalanced,,,,,Green
478,men_imbalanced,,,,,Green
479,men_imbalanced,,,X,,Red
480,men_imbalanced,,,X,,Red
481,men_imbalanced,,,,,Green
482,men_imbalanced,,,,,Green
483,men_imbalanced,,,X,,Red
484,men_imbalanced,,,X,,Red
485,men_imbalanced,X,,,,Red
486,men_imbalanced,,,,,Green
487,men_imbalanced,,,X,,Red
488,men_imbalanced,X,,,,Red
489,men_imbalanced,,,X,,Red
490,men_imbalanced,,,,,Green
491,men_imbalanced,X,,,,Red
492,men_imbalanced,,,,,Green
493,men_imbalanced,,,,,Green
494,men_imbalanced,,,,,Green
495,men_imbalanced,,,,,Green
496,men_imbalanced,,,,,Green
497,men_imbalanced,,,,,Green
498,men_imbalanced,X,,,,Red
499,men_imbalanced,X,,,,Red
500,men_imbalanced,,,,,Green
501,men_imbalanced,,,X,,Red
502,men_imbalanced,,,,,Green
503,men_imbalanced,,,,,Green
504,men_imbalanced,,,,,Green
505,men_imbalanced,,,,,Green
506,men_imbalanced,,,,,Green
507,men_imbalanced,,,X,,Red
508,men_imbalanced,,,X,,Red
509,men_imbalanced,,,X,,Red
510,men_imbalanced,,,,,Green
511,men_imbalanced,,,X,,Red
512,men_imbalanced,,,,,Green
513,men_imbalanced,X,,,,Red
514,men_imbalanced,,,,,Green
515,men_imbalanced,,,,,Green
516,men_imbalanced,,,,,Green
517,men_imbalanced,,,X,,Red
518,men_imbalanced,,,,,Green
519,men_imbalanced,,,X,,Red
520,men_imbalanced,,,,,Green
521,men_imbalanced,,,X,,Red
522,men_imbalanced,,X,,,Red
523,men_imbalanced,,,X,,Red
524,men_imbalanced,,,,,Green
525,men_imbalanced,,,,,Green
526,men_imbalanced,X,,,,Red
527,men_imbalanced,,,X,,Red
528,men_imbalanced,,,,,Green
529,men_imbalanced,,,,,Green
530,men_imbalanced,,,,,Green
531,men_imbalanced,,,,,Green
532,men_imbalanced,,,,,Green
533,men_imbalanced,,,,,Green
534,men_imbalanced,,,,,Green
535,men_imbalanced,,,,,Green
536,men_imbalanced,,,,,Green
537,men_imbalanced,,,,,Green
538,men_imbalanced,,,,,Green
539,men_imbalanced,,,,,Green
540,men_imbalanced,,,X,,Red
541,men_imbalanced,,,,,Green
542,men_imbalanced,,,,,Green
543,men_imbalanced,,,,,Green
544,men_imbalanced,X,,,,Red
545,men_imbalanced,,,,,Green
546,men_imbalanced,,,,,Green
547,men_imbalanced,,,,,Green
548,men_imbalanced,,,X,,Red
549,men_imbalanced,,,X,,Red
550,men_imbalanced,X,,,,Red
551,men_imbalanced,,,X,,Red
552,men_imbalanced,,,,,Green
553,men_imbalanced,,,,,Green
554,men_imbalanced,,,,,Green
555,men_imbalanced,,,,,Green
556,men_imbalanced,,,,,Green
557,men_imbalanced,,,X,,Red
558,men_imbalanced,,,X,,Red
559,men_imbalanced,X,,,,Red
560,men_imbalanced,,,,Missing game_id,Green
561,men_imbalanced,,,,,Green
562,men_imbalanced,,,X,,Red
563,men_imbalanced,X,,,,Red
564,men_imbalanced,,,X,,Red
565,men_imbalanced,,,X,,Red
566,men_imbalanced,,,X,,Red
567,men_imbalanced,,,,,Green
568,men_imbalanced,,,,,Green
569,men_imbalanced,,,,,Green
570,men_imbalanced,,,,,Green
571,men_imbalanced,X,,,,Red
572,men_imbalanced,,,,,Green
573,men_imbalanced,,,,,Green
574,men_imbalanced,,,,,Green
575,men_imbalanced,,,X,,Red
576,men_imbalanced,,,X,,Red
577,men_imbalanced,,,X,,Red
578,men_imbalanced,,,,,Green
579,men_imbalanced,,,,,Green
580,men_imbalanced,,,,,Green
581,men_imbalanced,,,,,Green
582,men_imbalanced,,,X,,Red
583,men_imbalanced,X,,,,Red
584,men_imbalanced,X,,,,Red
585,men_imbalanced,,,X,,Red
586,men_imbalanced,,,X,,Red
587,men_imbalanced,,,,,Green
588,men_imbalanced,,,X,,Red
589,men_imbalanced,,,X,,Red
590,men_imbalanced,,,X,,Red
591,men_imbalanced,,,,,Green
592,men_imbalanced,,,,,Green
593,men_imbalanced,,,,,Green
594,men_imbalanced,X,,,,Red
595,men_imbalanced,,,X,,Red
596,men_imbalanced,,,,,Green
597,men_imbalanced,,,X,,Red
598,men_imbalanced,,,,,Green
599,men_imbalanced,,,,,Green
600,men_imbalanced,,,,,Green
601,men_imbalanced,,,,,Green
602,men_imbalanced,,,X,,Red
603,men_imbalanced,,,,,Green
604,men_imbalanced,,,,,Green
605,men_imbalanced,,,,,Green
606,men_imbalanced,,,,,Green
607,men_imbalanced,X,,,,Red
608,men_imbalanced,,,,,Green
609,men_imbalanced,X,,,,Red
610,men_imbalanced,,,,,Green
611,men_imbalanced,,,,,Green
612,men_imbalanced,,,,,Green
613,men_imbalanced,,X,,,Red
614,men_imbalanced,,X,,,Red
615,men_imbalanced,,,,,Green
616,men_imbalanced,,,,,Green
617,men_imbalanced,X,,,,Red
618,men_imbalanced,,,,,Green
619,men_imbalanced,,,,,Green
620,men_imbalanced,,,,,Green
621,men_imbalanced,,,,,Green
622,men_imbalanced,,,,,Green
623,men_imbalanced,,,X,,Red
624,men_imbalanced,X,,,too short,Green
625,men_imbalanced,X,,,,Red
626,men_imbalanced,X,,,,Red
627,men_imbalanced,,,,,Green
628,men_imbalanced,,,,,Green
629,men_imbalanced,,,,,Green
630,men_imbalanced,,,,,Green
631,men_imbalanced,,,,,Green
632,men_imbalanced,X,,,,Red
633,men_imbalanced,X,,,,Red
634,men_imbalanced,X,,,,Red
635,men_imbalanced,,,,,Green
636,men_imbalanced,,,,,Green
637,men_imbalanced,X,,,,Red
638,men_imbalanced,,,,,Green
639,men_imbalanced,X,,,,Red
640,men_imbalanced,,,,,Green
641,men_imbalanced,,,,,Green
642,men_imbalanced,,,,,Green
643,men_imbalanced,X,,,,Red
644,men_imbalanced,,,,,Green
645,men_imbalanced,,,,,Green
646,men_imbalanced,,,X,,Red
647,men_imbalanced,X,,,,Red
648,men_imbalanced,,,,,Green
649,men_imbalanced,,,,,Green
650,men_imbalanced,,,X,,Red
651,men_imbalanced,,,,,Green
652,men_imbalanced,,,,,Green
653,men_imbalanced,,,,,Green
654,men_imbalanced,,,,,Green
655,men_imbalanced,,X,,,Red
656,men_imbalanced,,,,,Green
657,men_imbalanced,,,,,Green
658,men_imbalanced,X,,,,Red
659,men_imbalanced,,,,,Green
660,men_imbalanced,,,,,Green
661,men_imbalanced,X,,,Missing game_id,Red
662,men_imbalanced,,,,,Green
663,men_imbalanced,,,,Missing game_id,Green
664,men_imbalanced,X,,,,Red
665,men_imbalanced,X,X,,,Red
666,men_imbalanced,,,,,Green
667,men_imbalanced,,,,,Green
668,men_imbalanced,X,,,,Red
669,men_imbalanced,X,,,,Red
670,men_imbalanced,,,,,Green
671,men_imbalanced,,,,,Green
672,men_imbalanced,,,,,Green
673,men_imbalanced,,,,,Green
674,men_imbalanced,,,,,Green
675,men_imbalanced,X,,,Missing game_id,Red
676,men_imbalanced,X,,,Missing game_id,Red
677,men_imbalanced,,,,,Green
678,men_imbalanced,,,,,Green
679,men_imbalanced,,,,,Green
680,men_imbalanced,X,,,,Red
681,men_imbalanced,,,,,Green
682,men_imbalanced,,,,,Green
683,men_imbalanced,,,,,Green
684,men_imbalanced,X,,,The Screen discoutinous,Red
685,men_imbalanced,,,,,Green
686,men_imbalanced,,,,,Green
687,men_imbalanced,,,,,Green
688,men_imbalanced,,,,,Green
689,men_imbalanced,,,,,Green
690,men_imbalanced,X,,,,Red
691,men_imbalanced,,,,,Green
692,men_imbalanced,,,,,Green
693,men_imbalanced,,,,,Green
694,men_imbalanced,X,,,,Red
695,men_imbalanced,,,,,Green
696,men_imbalanced,,,,,Green
697,men_imbalanced,,,X,,Red
698,men_imbalanced,,,,,Green
699,men_imbalanced,,,X,,Red
700,men_imbalanced,,,X,,Red
701,men_imbalanced,,,,,Green
702,men_imbalanced,,,,,Green
703,men_imbalanced,,,,,Green
704,men_imbalanced,,,,,Green
705,men_imbalanced,X,,,,Red
706,men_imbalanced,,,X,,Red
707,men_imbalanced,,,,,Green
708,men_imbalanced,,,,,Green
709,men_imbalanced,,,,,Green
710,men_imbalanced,,,,,Green
711,men_imbalanced,,,X,,Red
712,men_imbalanced,,,X,,Red
713,men_imbalanced,,,,,Green
714,men_imbalanced,,,,,Green
715,men_imbalanced,,,X,,Red
716,men_imbalanced,,,,,Green
717,men_imbalanced,X,,,Defense and Offense wrong,Red
718,men_imbalanced,X,,,Too short,Red
719,men_imbalanced,,,,,Green
720,men_imbalanced,,,,,Green
721,men_imbalanced,,,,,Green
722,men_imbalanced,,,,,Green
723,men_imbalanced,,,,,Green
724,men_imbalanced,,,,,Green
725,men_imbalanced,X,,,,Red
726,men_imbalanced,X,,,,Red
727,men_imbalanced,,,,,Green
728,men_imbalanced,X,,,,Red
729,men_imbalanced,X,,,,Red
730,men_imbalanced,,,,,Green
731,men_imbalanced,,,,,Green
732,men_imbalanced,,,,,Green
733,men_imbalanced,,,,,Green
734,men_imbalanced,,,X,,Red
735,men_imbalanced,,,,,Green
736,men_imbalanced,,,,,Green
737,men_imbalanced,,,,,Green
738,men_imbalanced,,,,,Green
739,men_imbalanced,,,,,Green
740,men_imbalanced,,,,,Green
741,men_imbalanced,,,,,Green
742,men_imbalanced,X,,,,Red
743,men_imbalanced,X,,,,Red
744,men_imbalanced,,,,,Green
745,men_imbalanced,X,,,,Red
746,men_imbalanced,,,X,,Red
747,men_imbalanced,,,X,,Red
748,men_imbalanced,,,,,Green
749,men_imbalanced,X,,,,Red
750,men_imbalanced,X,,,,Red
751,men_imbalanced,,,,,Green
752,men_imbalanced,,,,,Green
753,men_imbalanced,,,,,Green
754,men_imbalanced,,,,,Green
755,men_imbalanced,,,,,Green
756,men_imbalanced,,,,,Green
757,men_imbalanced,,,,,Green
758,men_imbalanced,,,,,Green
759,men_imbalanced,X,,,,Red
760,men_imbalanced,,,,,Green
761,men_imbalanced,,,,,Green
762,men_imbalanced,,,,,Green
763,men_imbalanced,,,,,Green
764,men_imbalanced,X,,,,Red
765,men_imbalanced,,,,,Green
766,men_imbalanced,X,,,,Red
767,men_imbalanced,,,X,,Red
768,men_imbalanced,X,,,,Red
769,men_imbalanced,,,,,Green
770,men_imbalanced,,,,,Green
771,men_imbalanced,,,,,Green
772,men_imbalanced,X,,,,Red
773,men_imbalanced,X,,,,Red
774,men_imbalanced,,,,,Green
775,men_imbalanced,,,,,Green
776,men_imbalanced,,,,,Green
777,men_imbalanced,,,,,Green
778,men_imbalanced,,,,,Green
779,men_imbalanced,X,,,,Red
780,men_imbalanced,,,,,Green
781,men_imbalanced,,,,,Green
782,men_imbalanced,,,,,Green
783,men_imbalanced,,,,,Green
784,men_imbalanced,,,,,Green
785,men_imbalanced,X,,,,Red
786,men_imbalanced,,,X,,Red
787,men_imbalanced,,,,,Green
788,men_imbalanced,,,,,Green
789,men_imbalanced,,,,,Green
